user_standort,timestamp_meldung,timestamp_letzteBearbeitung,user_text,user_kategorie,ki_stelle,ki_prio
"(52.421, 10.795)",2024-10-29 22:42:48,2024-10-30 14:42:48,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.4195, 10.7705)",2024-12-26 21:08:34,2024-12-28 03:08:34,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.422501, 10.786042)",2024-10-11 19:24:52,2024-10-12 09:24:52,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.421, 10.795)",2024-09-25 18:15:52,2024-09-25 20:15:52,Toter Vogel auf dem Gehweg,Tiere,Landschaftsbild,low
"(52.421, 10.795)",2025-02-17 21:04:47,2025-02-19 15:04:47,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.4278, 10.7856)",2025-03-06 11:21:56,2025-03-06 17:21:56,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.4278, 10.7856)",2025-01-13 12:44:58,2025-01-15 06:44:58,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,medium
"(52.4278, 10.7856)",2024-08-24 14:00:09,2024-08-26 07:00:09,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.420148, 10.769726)",2024-11-05 10:31:07,2024-11-07 03:31:07,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,medium
"(52.4235, 10.8)",2025-02-14 09:05:32,2025-02-15 07:05:32,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.4235, 10.8)",2024-09-07 22:28:56,2024-09-07 23:28:56,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,medium
"(52.43, 10.78)",2025-03-12 03:34:37,2025-03-12 12:34:37,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,medium
"(52.421, 10.795)",2024-11-24 02:53:08,2024-11-24 16:53:08,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.43, 10.78)",2024-10-16 21:56:41,2024-10-18 03:56:41,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.420148, 10.769726)",2024-12-05 17:38:45,2024-12-05 20:38:45,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,medium
"(52.426669, 10.790072)",2024-12-16 05:05:23,2024-12-17 02:05:23,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.4195, 10.7705)",2025-03-06 05:02:44,2025-03-07 19:02:44,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.4235, 10.8)",2025-01-03 06:14:50,2025-01-04 15:14:50,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.43, 10.78)",2025-02-07 02:10:55,2025-02-08 10:10:55,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.43, 10.78)",2024-08-16 11:39:53,2024-08-18 04:39:53,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.43, 10.78)",2024-09-03 07:14:50,2024-09-03 20:14:50,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.4278, 10.7856)",2024-08-31 22:00:41,2024-09-01 06:00:41,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.422501, 10.786042)",2024-08-30 02:11:51,2024-08-30 15:11:51,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.4195, 10.7705)",2025-01-19 10:16:49,2025-01-21 05:16:49,Risse im Asphalt auf der Hauptstraße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.422501, 10.786042)",2025-02-07 11:27:03,2025-02-07 20:27:03,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.426669, 10.790072)",2024-12-14 17:30:34,2024-12-16 03:30:34,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.421, 10.795)",2025-02-23 21:41:49,2025-02-24 08:41:49,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.426669, 10.790072)",2024-12-23 17:08:00,2024-12-25 11:08:00,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.425, 10.782)",2024-10-30 23:32:27,2024-10-31 23:32:27,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,medium
"(52.4235, 10.8)",2024-10-20 15:02:20,2024-10-21 00:02:20,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.421, 10.795)",2025-01-29 18:26:01,2025-01-30 06:26:01,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.421, 10.795)",2024-09-30 21:43:36,2024-10-01 17:43:36,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.425, 10.782)",2024-10-21 20:43:20,2024-10-23 19:43:20,Gehwegplatten sind locker,Straßen bzw. Wegschäden,Straßenbau,high
"(52.4235, 10.8)",2024-08-16 15:09:07,2024-08-17 11:09:07,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.4278, 10.7856)",2024-08-12 09:21:14,2024-08-14 04:21:14,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.4195, 10.7705)",2024-09-21 13:08:16,2024-09-22 12:08:16,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.426669, 10.790072)",2024-08-23 18:10:25,2024-08-25 05:10:25,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.428, 10.775)",2025-01-29 08:42:51,2025-01-29 14:42:51,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.420148, 10.769726)",2024-08-02 13:44:49,2024-08-03 13:44:49,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.428, 10.775)",2024-08-09 00:53:51,2024-08-09 04:53:51,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.428, 10.775)",2024-11-22 09:29:12,2024-11-24 00:29:12,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.428, 10.775)",2025-02-28 14:17:56,2025-03-02 01:17:56,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.426669, 10.790072)",2024-10-16 14:59:04,2024-10-18 11:59:04,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.43, 10.78)",2024-10-14 02:44:27,2024-10-15 02:44:27,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.4278, 10.7856)",2024-09-07 14:43:38,2024-09-08 08:43:38,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.428, 10.775)",2024-08-10 22:21:20,2024-08-12 09:21:20,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.421, 10.795)",2025-02-09 18:14:17,2025-02-11 17:14:17,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.428, 10.775)",2024-12-22 07:24:58,2024-12-23 00:24:58,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.4278, 10.7856)",2025-03-02 19:55:14,2025-03-04 14:55:14,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.426669, 10.790072)",2024-12-03 07:38:10,2024-12-03 14:38:10,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.428, 10.775)",2024-12-08 02:20:54,2024-12-08 14:20:54,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.4278, 10.7856)",2024-10-05 22:09:43,2024-10-06 16:09:43,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.426669, 10.790072)",2024-08-07 19:17:11,2024-08-09 11:17:11,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,medium
"(52.43, 10.78)",2024-12-08 16:44:15,2024-12-09 10:44:15,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.43, 10.78)",2025-02-26 12:23:53,2025-02-27 07:23:53,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.421, 10.795)",2024-12-03 18:18:22,2024-12-04 02:18:22,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.426669, 10.790072)",2025-02-21 19:47:28,2025-02-23 11:47:28,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.422501, 10.786042)",2024-08-10 03:55:15,2024-08-10 10:55:15,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.420148, 10.769726)",2025-02-11 16:50:12,2025-02-13 02:50:12,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.420148, 10.769726)",2025-02-20 03:42:46,2025-02-20 10:42:46,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.426669, 10.790072)",2024-12-08 13:39:54,2024-12-09 06:39:54,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.4195, 10.7705)",2024-09-24 00:35:36,2024-09-24 01:35:36,Risse im Asphalt auf der Hauptstraße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.425, 10.782)",2024-10-01 14:48:59,2024-10-01 22:48:59,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.428, 10.775)",2024-09-22 21:48:54,2024-09-23 03:48:54,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.420148, 10.769726)",2024-09-03 17:42:57,2024-09-04 18:42:57,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.421, 10.795)",2025-03-04 14:23:03,2025-03-04 16:23:03,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,medium
"(52.428, 10.775)",2024-09-15 05:54:09,2024-09-16 05:54:09,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.43, 10.78)",2025-02-16 09:15:31,2025-02-16 21:15:31,Toter Vogel auf dem Gehweg,Tiere,Landschaftsbild,low
"(52.425, 10.782)",2025-01-24 09:49:48,2025-01-26 09:49:48,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.426669, 10.790072)",2024-12-06 03:56:39,2024-12-06 14:56:39,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.426669, 10.790072)",2024-11-11 08:18:30,2024-11-11 10:18:30,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,medium
"(52.4195, 10.7705)",2024-12-14 17:32:10,2024-12-14 20:32:10,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.4278, 10.7856)",2024-09-02 10:02:55,2024-09-04 01:02:55,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,high
"(52.422501, 10.786042)",2024-10-27 12:43:22,2024-10-29 02:43:22,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,medium
"(52.4235, 10.8)",2025-03-12 01:20:03,2025-03-12 18:20:03,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.426669, 10.790072)",2024-09-29 19:53:02,2024-09-30 10:53:02,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.4195, 10.7705)",2025-02-04 09:48:53,2025-02-04 23:48:53,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.4195, 10.7705)",2024-09-19 17:20:50,2024-09-21 01:20:50,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.422501, 10.786042)",2025-03-01 01:04:22,2025-03-01 04:04:22,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.4278, 10.7856)",2024-11-27 22:33:59,2024-11-29 18:33:59,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.420148, 10.769726)",2024-09-25 19:53:19,2024-09-26 21:53:19,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.4235, 10.8)",2024-09-12 09:00:15,2024-09-12 13:00:15,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.4235, 10.8)",2024-12-21 20:57:06,2024-12-23 06:57:06,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.4195, 10.7705)",2024-11-09 20:04:45,2024-11-10 17:04:45,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.426669, 10.790072)",2025-02-16 13:47:25,2025-02-16 14:47:25,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.426669, 10.790072)",2025-03-05 14:35:01,2025-03-07 08:35:01,Toter Vogel auf dem Gehweg,Tiere,Landschaftsbild,low
"(52.422501, 10.786042)",2024-11-29 11:47:38,2024-11-30 05:47:38,Risse im Asphalt auf der Hauptstraße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.426669, 10.790072)",2024-12-03 11:45:22,2024-12-04 03:45:22,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,high
"(52.421, 10.795)",2025-03-03 18:26:12,2025-03-05 05:26:12,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,medium
"(52.428, 10.775)",2024-10-02 04:29:04,2024-10-03 14:29:04,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.4235, 10.8)",2024-11-28 20:52:57,2024-11-29 03:52:57,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.420148, 10.769726)",2024-08-24 18:13:09,2024-08-26 12:13:09,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,medium
"(52.421, 10.795)",2025-02-19 12:04:44,2025-02-20 04:04:44,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,medium
"(52.428, 10.775)",2025-01-30 08:57:24,2025-01-31 17:57:24,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.421, 10.795)",2024-10-18 16:56:56,2024-10-20 10:56:56,Toter Vogel auf dem Gehweg,Tiere,Landschaftsbild,low
"(52.420148, 10.769726)",2024-10-24 21:49:54,2024-10-26 20:49:54,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.4278, 10.7856)",2024-08-21 21:23:47,2024-08-23 08:23:47,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.4195, 10.7705)",2025-03-05 07:46:51,2025-03-07 07:46:51,Risse im Asphalt auf der Hauptstraße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.420148, 10.769726)",2025-02-26 18:16:34,2025-02-27 04:16:34,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.421, 10.795)",2025-01-05 06:12:52,2025-01-07 04:12:52,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.420148, 10.769726)",2024-11-29 07:07:34,2024-11-29 16:07:34,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.422501, 10.786042)",2024-11-07 15:17:42,2024-11-08 08:17:42,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.420148, 10.769726)",2024-10-26 10:28:42,2024-10-27 12:28:42,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.425, 10.782)",2024-12-03 06:56:47,2024-12-03 23:56:47,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,medium
"(52.426669, 10.790072)",2025-02-10 03:59:46,2025-02-10 19:59:46,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.422501, 10.786042)",2024-09-14 18:47:47,2024-09-16 15:47:47,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.421, 10.795)",2025-02-28 10:12:42,2025-03-02 10:12:42,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.422501, 10.786042)",2025-01-24 21:11:22,2025-01-26 17:11:22,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,high
"(52.4195, 10.7705)",2024-10-24 16:05:53,2024-10-25 17:05:53,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.428, 10.775)",2025-01-20 18:21:07,2025-01-21 08:21:07,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,medium
"(52.43, 10.78)",2024-12-31 17:40:35,2025-01-02 12:40:35,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,medium
"(52.426669, 10.790072)",2024-09-25 01:26:13,2024-09-26 13:26:13,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,medium
"(52.4195, 10.7705)",2024-12-27 05:59:23,2024-12-28 18:59:23,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.422501, 10.786042)",2024-10-28 13:40:25,2024-10-29 07:40:25,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.421, 10.795)",2024-08-07 05:15:49,2024-08-07 23:15:49,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.425, 10.782)",2024-08-03 04:52:19,2024-08-03 16:52:19,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,medium
"(52.422501, 10.786042)",2024-09-07 12:53:37,2024-09-08 00:53:37,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.43, 10.78)",2024-09-12 23:21:02,2024-09-14 15:21:02,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.4235, 10.8)",2024-12-04 13:16:57,2024-12-05 07:16:57,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.4195, 10.7705)",2024-12-01 22:14:58,2024-12-02 03:14:58,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,medium
"(52.4195, 10.7705)",2024-09-01 20:14:56,2024-09-02 16:14:56,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.425, 10.782)",2024-08-02 19:54:20,2024-08-04 10:54:20,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.43, 10.78)",2025-03-10 00:50:23,2025-03-10 04:50:23,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.421, 10.795)",2024-08-09 10:45:07,2024-08-11 01:45:07,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.4195, 10.7705)",2024-12-01 18:24:39,2024-12-02 17:24:39,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.4235, 10.8)",2025-01-20 04:33:12,2025-01-22 03:33:12,Toter Vogel auf dem Gehweg,Tiere,Landschaftsbild,low
"(52.422501, 10.786042)",2024-12-13 19:06:16,2024-12-15 11:06:16,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.4195, 10.7705)",2024-10-29 14:36:40,2024-10-30 10:36:40,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.422501, 10.786042)",2025-02-12 06:30:22,2025-02-13 00:30:22,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.421, 10.795)",2025-01-27 14:31:49,2025-01-29 02:31:49,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.4195, 10.7705)",2025-01-27 06:06:35,2025-01-28 16:06:35,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.4235, 10.8)",2024-11-15 05:12:26,2024-11-16 03:12:26,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.4195, 10.7705)",2025-01-10 01:30:38,2025-01-10 07:30:38,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.43, 10.78)",2025-01-11 07:10:03,2025-01-12 10:10:03,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,medium
"(52.4235, 10.8)",2024-10-22 16:03:54,2024-10-22 22:03:54,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.422501, 10.786042)",2025-02-20 17:18:39,2025-02-21 01:18:39,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,high
"(52.4278, 10.7856)",2024-10-31 04:55:41,2024-11-01 12:55:41,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.4278, 10.7856)",2024-11-24 22:38:54,2024-11-25 13:38:54,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.4235, 10.8)",2024-12-27 12:37:03,2024-12-28 17:37:03,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,medium
"(52.43, 10.78)",2024-08-04 10:41:41,2024-08-04 15:41:41,Gehwegplatten sind locker,Straßen bzw. Wegschäden,Straßenbau,high
"(52.421, 10.795)",2025-02-03 03:38:46,2025-02-03 08:38:46,Toter Vogel auf dem Gehweg,Tiere,Landschaftsbild,low
"(52.4278, 10.7856)",2025-02-25 11:41:03,2025-02-26 22:41:03,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.428, 10.775)",2025-01-05 13:44:30,2025-01-07 13:44:30,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.426669, 10.790072)",2024-12-06 21:59:59,2024-12-08 15:59:59,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,medium
"(52.420148, 10.769726)",2024-11-14 19:17:32,2024-11-14 21:17:32,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.4278, 10.7856)",2024-11-30 20:33:23,2024-12-02 09:33:23,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.4195, 10.7705)",2025-01-24 04:42:27,2025-01-24 10:42:27,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.425, 10.782)",2024-08-29 02:25:33,2024-08-29 08:25:33,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,medium
"(52.425, 10.782)",2024-09-20 14:23:25,2024-09-21 23:23:25,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,high
"(52.422501, 10.786042)",2024-12-01 15:45:36,2024-12-01 23:45:36,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,medium
"(52.4235, 10.8)",2025-02-27 17:16:01,2025-03-01 03:16:01,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.426669, 10.790072)",2024-11-22 07:08:31,2024-11-23 14:08:31,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.422501, 10.786042)",2024-11-16 08:08:36,2024-11-16 11:08:36,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.420148, 10.769726)",2024-09-16 05:53:18,2024-09-16 13:53:18,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.420148, 10.769726)",2025-02-13 08:02:38,2025-02-14 21:02:38,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.426669, 10.790072)",2025-02-20 00:04:17,2025-02-20 20:04:17,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,medium
"(52.422501, 10.786042)",2024-12-30 17:30:26,2025-01-01 13:30:26,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.421, 10.795)",2024-12-15 05:04:24,2024-12-16 23:04:24,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.425, 10.782)",2025-01-27 13:50:31,2025-01-28 17:50:31,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.421, 10.795)",2025-01-13 22:24:06,2025-01-14 15:24:06,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.4278, 10.7856)",2024-12-11 23:18:48,2024-12-12 23:18:48,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.4235, 10.8)",2024-08-04 08:25:46,2024-08-04 15:25:46,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,medium
"(52.4235, 10.8)",2025-01-31 21:53:45,2025-02-01 02:53:45,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.43, 10.78)",2024-11-08 06:23:25,2024-11-10 00:23:25,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,high
"(52.426669, 10.790072)",2024-10-21 20:55:43,2024-10-23 20:55:43,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.425, 10.782)",2024-12-14 07:23:55,2024-12-15 23:23:55,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.422501, 10.786042)",2025-03-01 06:23:11,2025-03-02 06:23:11,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.426669, 10.790072)",2024-11-26 10:29:06,2024-11-27 03:29:06,Gehwegplatten sind locker,Straßen bzw. Wegschäden,Straßenbau,high
"(52.43, 10.78)",2025-01-21 20:25:38,2025-01-23 04:25:38,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.422501, 10.786042)",2025-01-07 02:36:46,2025-01-09 01:36:46,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.420148, 10.769726)",2024-08-19 04:01:46,2024-08-20 10:01:46,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.425, 10.782)",2024-12-27 07:27:43,2024-12-29 00:27:43,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,medium
"(52.420148, 10.769726)",2024-08-05 05:34:07,2024-08-06 22:34:07,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.4195, 10.7705)",2024-08-06 11:56:30,2024-08-06 15:56:30,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
