user_standort,timestamp_meldung,timestamp_letzteBearbeitung,user_text,user_kategorie,ki_stelle,ki_prio
"(52.420148, 10.769726)",2024-09-21 09:48:14,2024-09-22 19:48:14,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,low
"(52.422501, 10.786042)",2024-11-05 00:51:19,2024-11-05 04:51:19,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,low
"(52.425, 10.782)",2024-08-20 18:49:44,2024-08-22 14:49:44,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,low
"(52.425, 10.782)",2024-10-31 01:10:06,2024-10-31 08:10:06,Toter Vogel auf dem Gehweg,Tiere,Landschaftsbild,low
"(52.421, 10.795)",2024-12-01 12:58:28,2024-12-03 05:58:28,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,medium
"(52.425, 10.782)",2024-11-19 07:48:02,2024-11-19 19:48:02,Graffiti an der Brücke sieht hässlich aus,Vandalismus,Stadtreinigung,medium
"(52.425, 10.782)",2025-01-26 12:05:02,2025-01-27 10:05:02,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.43, 10.78)",2025-01-04 22:32:42,2025-01-06 17:32:42,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,low
"(52.4195, 10.7705)",2024-10-16 19:20:55,2024-10-18 01:20:55,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,low
"(52.420148, 10.769726)",2025-02-05 09:08:27,2025-02-07 02:08:27,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.421, 10.795)",2024-12-07 14:34:33,2024-12-09 01:34:33,Gehwegplatten sind locker,Straßen bzw. Wegschäden,Straßenbau,low
"(52.425, 10.782)",2025-02-26 12:53:24,2025-02-27 12:53:24,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.425, 10.782)",2025-02-03 19:41:10,2025-02-04 01:41:10,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.422501, 10.786042)",2024-08-16 00:14:47,2024-08-17 13:14:47,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.43, 10.78)",2024-12-03 04:33:05,2024-12-04 18:33:05,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,medium
"(52.422501, 10.786042)",2024-10-11 15:11:09,2024-10-12 10:11:09,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.4235, 10.8)",2025-02-24 18:48:55,2025-02-25 23:48:55,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,low
"(52.426669, 10.790072)",2024-08-06 19:09:29,2024-08-08 01:09:29,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,low
"(52.421, 10.795)",2025-01-27 12:35:21,2025-01-28 07:35:21,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,low
"(52.425, 10.782)",2024-08-21 15:40:58,2024-08-22 01:40:58,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.43, 10.78)",2024-12-09 08:46:27,2024-12-09 14:46:27,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,medium
"(52.426669, 10.790072)",2024-08-12 20:55:43,2024-08-13 16:55:43,Toter Vogel auf dem Gehweg,Tiere,Landschaftsbild,low
"(52.421, 10.795)",2024-09-21 16:13:46,2024-09-22 21:13:46,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,low
"(52.428, 10.775)",2024-08-29 22:18:07,2024-08-31 21:18:07,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.425, 10.782)",2024-12-23 04:11:57,2024-12-23 22:11:57,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.4235, 10.8)",2024-11-27 02:42:56,2024-11-27 03:42:56,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.4278, 10.7856)",2024-11-08 12:44:06,2024-11-09 15:44:06,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,low
"(52.428, 10.775)",2024-09-17 00:23:21,2024-09-17 01:23:21,Kleine Äste nach dem Sturm liegen noch herum,Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.420148, 10.769726)",2025-02-07 12:26:25,2025-02-08 06:26:25,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.422501, 10.786042)",2024-08-09 02:05:00,2024-08-10 09:05:00,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,medium
"(52.43, 10.78)",2024-12-05 11:40:10,2024-12-05 23:40:10,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.421, 10.795)",2024-11-08 09:58:01,2024-11-09 11:58:01,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.425, 10.782)",2024-08-13 08:38:03,2024-08-13 12:38:03,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.4278, 10.7856)",2025-01-29 02:45:59,2025-01-30 10:45:59,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,medium
"(52.4235, 10.8)",2024-08-28 04:44:27,2024-08-29 17:44:27,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.422501, 10.786042)",2025-02-12 11:15:13,2025-02-12 19:15:13,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.425, 10.782)",2025-01-15 10:24:26,2025-01-16 06:24:26,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,low
"(52.4235, 10.8)",2024-12-16 19:21:16,2024-12-18 05:21:16,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,medium
"(52.425, 10.782)",2024-12-25 12:12:15,2024-12-27 04:12:15,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,low
"(52.43, 10.78)",2025-02-08 16:05:41,2025-02-09 05:05:41,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,medium
"(52.4235, 10.8)",2024-08-06 15:47:35,2024-08-08 10:47:35,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.422501, 10.786042)",2025-01-04 05:24:08,2025-01-05 18:24:08,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,low
"(52.422501, 10.786042)",2024-10-02 21:16:20,2024-10-02 22:16:20,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.4278, 10.7856)",2024-11-20 02:08:36,2024-11-21 20:08:36,Graffiti an der Brücke sieht hässlich aus,Vandalismus,Stadtreinigung,medium
"(52.4195, 10.7705)",2024-08-14 04:19:03,2024-08-14 21:19:03,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,low
"(52.426669, 10.790072)",2024-11-13 09:34:15,2024-11-14 22:34:15,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,medium
"(52.425, 10.782)",2024-12-23 14:37:16,2024-12-24 08:37:16,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.428, 10.775)",2025-01-23 15:53:54,2025-01-24 19:53:54,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,medium
"(52.43, 10.78)",2025-01-21 10:38:40,2025-01-23 01:38:40,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,low
"(52.43, 10.78)",2024-12-03 04:55:52,2024-12-03 07:55:52,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.426669, 10.790072)",2024-08-09 22:10:07,2024-08-10 05:10:07,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.428, 10.775)",2025-01-13 14:42:32,2025-01-14 22:42:32,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.425, 10.782)",2024-12-13 10:03:09,2024-12-15 07:03:09,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.4235, 10.8)",2025-03-08 17:11:37,2025-03-09 05:11:37,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.422501, 10.786042)",2024-11-15 13:50:02,2024-11-16 02:50:02,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,low
"(52.4195, 10.7705)",2024-08-27 09:54:04,2024-08-28 23:54:04,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,low
"(52.426669, 10.790072)",2025-02-04 16:37:07,2025-02-05 13:37:07,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.422501, 10.786042)",2024-12-13 09:15:22,2024-12-13 22:15:22,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,low
"(52.426669, 10.790072)",2025-01-14 12:35:26,2025-01-14 21:35:26,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.4278, 10.7856)",2024-10-12 01:57:56,2024-10-13 15:57:56,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.426669, 10.790072)",2024-09-24 14:00:05,2024-09-25 06:00:05,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.422501, 10.786042)",2025-02-06 14:26:44,2025-02-08 04:26:44,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,medium
"(52.4235, 10.8)",2024-11-08 16:39:39,2024-11-10 13:39:39,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.4278, 10.7856)",2024-11-11 18:23:53,2024-11-13 17:23:53,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,low
"(52.43, 10.78)",2024-09-30 14:03:07,2024-10-02 01:03:07,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.428, 10.775)",2025-01-03 19:32:23,2025-01-05 02:32:23,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,low
"(52.426669, 10.790072)",2024-10-03 22:52:17,2024-10-04 21:52:17,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,low
"(52.4278, 10.7856)",2024-10-03 09:38:16,2024-10-04 22:38:16,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,low
"(52.4235, 10.8)",2024-12-18 22:19:07,2024-12-19 01:19:07,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.43, 10.78)",2024-10-12 02:54:19,2024-10-13 01:54:19,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,medium
"(52.43, 10.78)",2025-01-14 21:25:02,2025-01-16 01:25:02,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,low
"(52.421, 10.795)",2024-08-08 16:37:05,2024-08-09 08:37:05,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,low
"(52.420148, 10.769726)",2024-11-28 10:12:39,2024-11-28 22:12:39,Laub auf dem Gehweg,Straßenreinigung/ Winterdienst,Stadtreinigung,low
"(52.428, 10.775)",2024-10-06 22:36:50,2024-10-08 14:36:50,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,medium
"(52.426669, 10.790072)",2025-02-15 06:22:46,2025-02-15 12:22:46,Unkraut wuchert überall im Park,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.4195, 10.7705)",2024-10-08 10:36:59,2024-10-09 01:36:59,"Das Gras ist zu hoch, mein Hund sieht nichts",Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.43, 10.78)",2025-02-11 04:23:37,2025-02-12 05:23:37,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.4195, 10.7705)",2024-12-22 07:57:31,2024-12-22 17:57:31,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.426669, 10.790072)",2024-08-16 04:38:00,2024-08-16 07:38:00,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.420148, 10.769726)",2024-11-11 10:54:01,2024-11-11 12:54:01,Gehwegplatten sind locker,Straßen bzw. Wegschäden,Straßenbau,low
"(52.4278, 10.7856)",2024-08-28 08:31:58,2024-08-30 05:31:58,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,low
"(52.4235, 10.8)",2025-01-26 18:48:55,2025-01-27 19:48:55,Toter Vogel auf dem Gehweg,Tiere,Landschaftsbild,low
"(52.422501, 10.786042)",2024-08-31 04:19:16,2024-08-31 15:19:16,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,low
"(52.43, 10.78)",2024-08-05 12:03:26,2024-08-06 16:03:26,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.422501, 10.786042)",2024-08-08 20:18:31,2024-08-10 17:18:31,"Das Gras ist zu hoch, mein Hund sieht nichts",Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.4278, 10.7856)",2025-02-02 20:38:20,2025-02-04 16:38:20,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,low
"(52.4195, 10.7705)",2024-12-22 11:01:17,2024-12-23 23:01:17,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,low
"(52.428, 10.775)",2024-12-23 20:55:21,2024-12-25 10:55:21,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,high
"(52.421, 10.795)",2025-01-27 22:27:23,2025-01-28 05:27:23,"Das Gras ist zu hoch, mein Hund sieht nichts",Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.420148, 10.769726)",2024-12-15 10:37:06,2024-12-16 05:37:06,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,high
"(52.4278, 10.7856)",2025-02-23 07:25:32,2025-02-24 00:25:32,"Das Gras ist zu hoch, mein Hund sieht nichts",Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.426669, 10.790072)",2024-09-18 03:34:38,2024-09-18 15:34:38,Gehwegplatten sind locker,Straßen bzw. Wegschäden,Straßenbau,medium
"(52.428, 10.775)",2025-02-26 20:47:21,2025-02-27 17:47:21,Unkraut wuchert überall im Park,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.420148, 10.769726)",2025-02-15 21:03:16,2025-02-17 12:03:16,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,low
"(52.4195, 10.7705)",2024-08-31 22:54:38,2024-09-01 12:54:38,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.4195, 10.7705)",2024-09-26 10:47:35,2024-09-26 17:47:35,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,low
"(52.4235, 10.8)",2024-10-09 21:39:07,2024-10-11 19:39:07,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.43, 10.78)",2025-01-25 18:28:15,2025-01-26 04:28:15,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,medium
"(52.422501, 10.786042)",2024-08-02 08:37:16,2024-08-03 01:37:16,Laub auf dem Gehweg,Straßenreinigung/ Winterdienst,Stadtreinigung,low
"(52.426669, 10.790072)",2024-08-15 03:21:29,2024-08-15 15:21:29,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,low
"(52.422501, 10.786042)",2024-12-01 13:47:42,2024-12-02 00:47:42,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,low
"(52.43, 10.78)",2024-08-16 12:44:49,2024-08-17 03:44:49,Kleine Äste nach dem Sturm liegen noch herum,Straßenreinigung/ Winterdienst,Stadtreinigung,low
"(52.422501, 10.786042)",2025-02-20 22:08:53,2025-02-22 16:08:53,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.4278, 10.7856)",2024-09-13 08:19:25,2024-09-13 13:19:25,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,medium
"(52.422501, 10.786042)",2024-08-31 09:12:33,2024-09-01 17:12:33,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,medium
"(52.425, 10.782)",2025-02-16 08:18:28,2025-02-17 16:18:28,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.43, 10.78)",2024-09-09 03:05:08,2024-09-09 21:05:08,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,low
"(52.426669, 10.790072)",2024-10-08 17:46:16,2024-10-10 17:46:16,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,low
"(52.420148, 10.769726)",2024-12-20 22:00:03,2024-12-21 22:00:03,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,low
"(52.422501, 10.786042)",2025-03-07 02:15:14,2025-03-07 12:15:14,"Das Gras ist zu hoch, mein Hund sieht nichts",Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.425, 10.782)",2024-11-24 21:27:21,2024-11-26 10:27:21,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,low
"(52.4278, 10.7856)",2024-08-09 04:06:46,2024-08-11 02:06:46,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,low
"(52.421, 10.795)",2025-03-07 20:38:45,2025-03-08 20:38:45,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.428, 10.775)",2024-08-23 00:25:44,2024-08-23 22:25:44,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,low
"(52.4195, 10.7705)",2024-08-02 03:43:24,2024-08-02 06:43:24,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,low
"(52.426669, 10.790072)",2024-11-13 00:19:32,2024-11-14 10:19:32,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,medium
"(52.428, 10.775)",2024-10-13 12:53:21,2024-10-14 02:53:21,Risse im Asphalt auf der Hauptstraße,Straßen bzw. Wegschäden,Straßenbau,low
"(52.420148, 10.769726)",2025-03-04 03:49:33,2025-03-04 07:49:33,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.4278, 10.7856)",2024-11-13 01:14:33,2024-11-13 11:14:33,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.420148, 10.769726)",2024-12-29 07:16:47,2024-12-30 09:16:47,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,low
"(52.428, 10.775)",2024-11-23 21:12:28,2024-11-25 19:12:28,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,medium
"(52.428, 10.775)",2024-09-25 23:51:28,2024-09-27 22:51:28,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,medium
"(52.43, 10.78)",2024-12-27 12:22:01,2024-12-29 02:22:01,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,low
"(52.428, 10.775)",2024-09-21 09:09:52,2024-09-23 08:09:52,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,medium
"(52.426669, 10.790072)",2024-10-31 19:51:15,2024-11-02 15:51:15,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,low
"(52.4195, 10.7705)",2024-10-02 17:49:11,2024-10-03 17:49:11,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,low
"(52.4195, 10.7705)",2025-02-02 12:43:30,2025-02-02 17:43:30,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,low
"(52.425, 10.782)",2025-02-26 13:33:02,2025-02-27 21:33:02,Unkraut wuchert überall im Park,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.43, 10.78)",2024-10-12 04:49:36,2024-10-12 21:49:36,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.425, 10.782)",2024-09-25 09:24:42,2024-09-26 05:24:42,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,medium
"(52.426669, 10.790072)",2024-10-14 03:57:53,2024-10-16 02:57:53,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,low
"(52.426669, 10.790072)",2024-10-16 17:25:41,2024-10-17 18:25:41,Unkraut wuchert überall im Park,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.43, 10.78)",2024-11-20 19:09:22,2024-11-21 05:09:22,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,low
"(52.43, 10.78)",2024-12-03 13:26:48,2024-12-04 23:26:48,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.426669, 10.790072)",2025-01-20 10:06:25,2025-01-21 02:06:25,Toter Vogel auf dem Gehweg,Tiere,Landschaftsbild,low
"(52.4195, 10.7705)",2024-11-30 16:35:40,2024-12-02 12:35:40,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,low
"(52.428, 10.775)",2025-01-23 19:16:05,2025-01-23 23:16:05,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,low
"(52.421, 10.795)",2024-11-18 03:50:20,2024-11-19 11:50:20,Risse im Asphalt auf der Hauptstraße,Straßen bzw. Wegschäden,Straßenbau,low
"(52.420148, 10.769726)",2024-10-25 13:28:58,2024-10-25 16:28:58,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,low
"(52.4278, 10.7856)",2024-12-19 14:11:08,2024-12-21 09:11:08,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,medium
"(52.422501, 10.786042)",2024-11-07 01:59:53,2024-11-08 10:59:53,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,low
"(52.421, 10.795)",2024-12-04 16:00:16,2024-12-05 14:00:16,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.422501, 10.786042)",2024-09-04 00:03:57,2024-09-04 18:03:57,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.421, 10.795)",2024-10-06 14:15:53,2024-10-07 03:15:53,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,low
"(52.4195, 10.7705)",2025-02-28 10:29:29,2025-03-01 10:29:29,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,low
"(52.4278, 10.7856)",2025-01-08 12:50:06,2025-01-10 03:50:06,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.428, 10.775)",2024-08-27 20:57:05,2024-08-29 10:57:05,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,low
"(52.428, 10.775)",2024-10-22 00:39:29,2024-10-23 05:39:29,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.421, 10.795)",2024-12-15 00:48:48,2024-12-17 00:48:48,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,low
"(52.43, 10.78)",2024-11-17 14:21:40,2024-11-17 18:21:40,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.4195, 10.7705)",2025-02-20 09:45:04,2025-02-21 18:45:04,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,low
"(52.43, 10.78)",2024-08-12 12:04:30,2024-08-12 15:04:30,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,low
"(52.4278, 10.7856)",2024-08-07 04:54:47,2024-08-08 01:54:47,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,low
"(52.421, 10.795)",2024-11-29 21:30:43,2024-11-30 07:30:43,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.4278, 10.7856)",2025-01-05 11:36:09,2025-01-05 16:36:09,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,low
"(52.420148, 10.769726)",2024-10-03 20:00:47,2024-10-05 06:00:47,Kleine Äste nach dem Sturm liegen noch herum,Straßenreinigung/ Winterdienst,Stadtreinigung,low
"(52.4278, 10.7856)",2025-01-18 15:04:07,2025-01-18 20:04:07,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,low
"(52.420148, 10.769726)",2024-11-23 01:17:39,2024-11-24 00:17:39,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.4235, 10.8)",2024-12-17 21:58:34,2024-12-18 23:58:34,Toter Vogel auf dem Gehweg,Tiere,Landschaftsbild,medium
"(52.426669, 10.790072)",2025-03-11 21:21:04,2025-03-13 14:21:04,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,medium
"(52.426669, 10.790072)",2025-02-02 17:01:57,2025-02-04 05:01:57,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,medium
"(52.420148, 10.769726)",2024-11-30 23:47:42,2024-12-02 11:47:42,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.4195, 10.7705)",2025-02-28 18:54:04,2025-03-02 10:54:04,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,low
"(52.4235, 10.8)",2024-09-30 02:56:00,2024-10-01 20:56:00,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.4235, 10.8)",2025-01-12 22:34:04,2025-01-13 17:34:04,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,high
"(52.422501, 10.786042)",2025-01-10 02:49:01,2025-01-11 20:49:01,"Das Gras ist zu hoch, mein Hund sieht nichts",Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.4278, 10.7856)",2025-02-15 00:52:50,2025-02-16 09:52:50,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,low
"(52.4235, 10.8)",2024-10-28 09:45:19,2024-10-29 20:45:19,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.428, 10.775)",2025-02-05 04:23:55,2025-02-05 06:23:55,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,low
"(52.43, 10.78)",2024-12-12 14:30:40,2024-12-13 12:30:40,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,low
"(52.422501, 10.786042)",2024-11-27 11:30:14,2024-11-29 05:30:14,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.420148, 10.769726)",2024-08-08 22:24:30,2024-08-09 17:24:30,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,medium
"(52.428, 10.775)",2024-10-08 04:51:28,2024-10-09 09:51:28,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,medium
"(52.421, 10.795)",2025-01-29 22:59:55,2025-01-30 05:59:55,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,low
